address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA complex, Banashankari, Bangalore",Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery,Basavanagudi
"11, 42nd, A Cross Road, 5th Block, Jayanagar, Bangalore",Protein Grillhouse,Yes,Yes,4.2,166,Jayanagar,Casual Dining,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery,Basavanagudi
"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",Pizza Mane,Yes,No,3.5,32,Banashankari,Quick Bites,"Pizza, Sandwich, Burger, Fast Food",150,Delivery,Basavanagudi
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,Delivery,Basavanagudi
"253/22, Near Ashoka Pillar, 4th Cross, 1st Block, Jayanagar, Bangalore",Sandwichwallas,Yes,No,3.9,104,Jayanagar,Quick Bites,Fast Food,200,Delivery,Basavanagudi
"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,Ice Cream,150,Delivery,Basavanagudi
"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Shakes Theory,Yes,No,4.5,155,Jayanagar,Beverage Shop,"Beverages, Sandwich",300,Delivery,Basavanagudi
"6, Krishna Nagar Industrial Area, Behind Forum Mall, BTM, Bangalore",Punjabi by Nature 2.0,Yes,Yes,4.2,3227,BTM,"Casual Dining, Microbrewery",North Indian,1600,Delivery,Basavanagudi
"1, Cornwell Road, Next to St. Joseph's College, Shanti Nagar, Bangalore",Peace Restaurant,Yes,No,2.8,109,Shanti Nagar,Casual Dining,"Chinese, Tibetan",500,Delivery,Basavanagudi
"42, Opposite RV Dental College, 7th Cross, JP Nagar, Bangalore",Bhojohori Manna,Yes,No,3.7,662,JP Nagar,Casual Dining,"Bengali, Mughlai",650,Delivery,Basavanagudi
"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",Pin Me Down,Yes,Yes,4.5,784,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",800,Delivery,Basavanagudi
"Near Big Bazar, Double Road, Shanti Nagar, Bangalore",Swathi Deluxe Restaurant,Yes,No,3.0,73,Shanti Nagar,Casual Dining,North Indian,500,Delivery,Basavanagudi
"539, 10th Main, 5th Block, Jayanagar, Bangalore",Ishta Cafe,Yes,No,3.9,40,Jayanagar,Quick Bites,"Pizza, South Indian, Healthy Food",500,Delivery,Basavanagudi
"62, 24th Main, 7th Cross, 2nd Phase, Opposite to R V Dental College, JP Nagar, Bangalore",Bikaner Jn,Yes,No,3.9,85,JP Nagar,Quick Bites,Rajasthani,300,Delivery,Basavanagudi
"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Chilli Flakes,Yes,No,3.6,46,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500,Delivery,Basavanagudi
"1293, 25th Main, 9th Block, Jayanagar, Bangalore",Chetty's Corner,Yes,No,3.6,21,Jayanagar,Quick Bites,"Fast Food, Burger",150,Delivery,Basavanagudi
"39/3, 44, Auchan Hypermarket, Bannerghatta Road, Bangalore",Pathaan Sir,Yes,No,3.2,33,Bannerghatta Road,Quick Bites,"Fast Food, Rolls, Momos",250,Delivery,Basavanagudi
"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,Bakery,400,Delivery,Basavanagudi
"33, 26th Main, 36th Cross, Near SSMRV College, 4th Block, Jayanagar, Bangalore",Cakewala,Yes,No,4.3,659,Jayanagar,Dessert Parlor,"Bakery, Desserts",500,Delivery,Basavanagudi
"Shop 62, The High Street, 11th Main, 4th Block Jayanagar, Bangalore",The Belgian Waffle Co.,Yes,No,3.8,152,Jayanagar,Dessert Parlor,"Desserts, Beverages",350,Delivery,Basavanagudi
"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",Mystique Palate,Yes,No,4.1,337,Jayanagar,Quick Bites,"Chinese, Fast Food",300,Delivery,Basavanagudi
"No-1/74,below brown tree,26th main,36th cross jayanagar, 4th T Block East, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041",UP Style North Indian Food,Yes,No,3.6,46,Jayanagar,"Takeaway, Delivery",North Indian,100,Delivery,Basavanagudi
"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Basavanagudi
"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",Cool Corner,Yes,No,4.2,191,Basavanagudi,Quick Bites,"Street Food, Fast Food",250,Delivery,Basavanagudi
"Shop 1, Ground Floor, 37th B cross, 9th Block, Ward No 58, Jayanagar, Bangalore",Wat-a-Burger!,Yes,No,4.0,108,Jayanagar,Quick Bites,"Burger, Sandwich, Beverages",500,Delivery,Basavanagudi
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,Yes,No,4.1,438,Jayanagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery,Basavanagudi
"117, Govindadappa Road, Gandhi Bazar, Basavangudi, Bangalore",Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Basavanagudi
"44/1, Bull Temple Road, Near Dodda Ganapati Temple, Basavanagudi, Bangalore",Cake Yard,Yes,No,3.3,9,Basavanagudi,Dessert Parlor,Desserts,250,Delivery,Basavanagudi
"10/20, 10th Main, KEB Colony, New Gurappana Palya, 1st Stage, Next to Madeena Hotel, BTM, Bangalore",Classic Shop,Yes,No,3.7,11,BTM,Beverage Shop,"Beverages, Juices",150,Delivery,Basavanagudi
"Near Chirst Univercity, Hosur Main Road, BTM, Bangalore",Food And You,Yes,No,3.9,33,BTM,Quick Bites,"North Indian, South Indian, Gujarati",350,Delivery,Basavanagudi
"39, 11th Main, 33rd Cross, T Block, Jayanagar, Bangalore",Iyengar Bakery,Yes,No,3.6,27,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food, Desserts, Beverages",200,Delivery,Basavanagudi
"36, 12th Main, 27th Cross , 4th Block, Jayanagar, Bangalore",Vakulaa Veg Restaurant,Yes,No,3.9,49,Jayanagar,Quick Bites,"South Indian, North Indian",200,Delivery,Basavanagudi
"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Paradise Premium,Yes,No,3.1,119,Banashankari,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",700,Delivery,Basavanagudi
"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Ande Ka Funda,Yes,No,3.8,120,Banashankari,Quick Bites,"North Indian, Fast Food, Rolls",250,Delivery,Basavanagudi
"15, Bull Temple Road, Next to HSBC Bank, Basavanagudi, Bangalore",McDonald's,Yes,No,3.6,276,Basavanagudi,Quick Bites,"Burger, Fast Food",500,Delivery,Basavanagudi
"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",Malabar Bay,Yes,Yes,4.2,1539,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800,Delivery,Basavanagudi
"8th Main, 13th Cross, Wilson Garden, Bangalore",Sahana's (Nati Style),Yes,No,3.7,47,Wilson Garden,Quick Bites,North Indian,350,Delivery,Basavanagudi
"12, 32nd Cross, 7th Block, Jayanagar, Bangalore",Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery,Basavanagudi
"7/1, 100 Feet Ring Road, Banashankari, Bangalore",Cafe Coffee Day,Yes,No,3.4,15,Banashankari,Cafe,"Cafe, Fast Food",900,Delivery,Basavanagudi
"14, Krishnanagara Industrial Area, Next to Christ College, Near Dairy Circle, BTM, Bangalore",Turkish Shawarma,Yes,No,3.6,21,BTM,"Takeaway, Delivery",Rolls,200,Delivery,Basavanagudi
"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore",Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,Delivery,Basavanagudi
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,Yes,No,3.6,195,Jayanagar,Casual Dining,"Chinese, Seafood, Biryani",800,Delivery,Basavanagudi
"Near National College, 7th Block, Jayanagar, Bangalore",Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Basavanagudi
"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,Basavanagudi
"1/52-10, Bharath Petroleum Premises, Opposite Subramanya Arcade, Bannerghatta Road, Bangalore",Cravy Wings,Yes,No,4.2,289,Bannerghatta Road,Quick Bites,"American, Burger, Fast Food",400,Delivery,Basavanagudi
"2, Subramanyapura, Kadirenahalli Overbridge Junction, 2nd Stage, Banashankari, Bangalore",Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Basavanagudi
"2477, 24th Cross Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Frozen Bottle,Yes,No,4.2,146,Banashankari,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery,Basavanagudi
"172/1, Vega City Mall, Floor 3, Food Court, Beside, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Soup Station,Yes,No,3.6,10,Bannerghatta Road,Quick Bites,Continental,250,Delivery,Basavanagudi
"24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",Pancuzzi,Yes,No,4.2,169,JP Nagar,Cafe,"Cafe, Beverages, Desserts",600,Delivery,Basavanagudi
"241, 100 Feet Road, Opposite Eshwari Theater, 3rd stage, Banashankari, Bangalore",Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,"Fast Food, Burger",500,Delivery,Basavanagudi
"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,Fast Food,250,Delivery,Basavanagudi
"1, 4th Cross, Venkateshwara Layout, S.G Palya, D.R.C. Post, BTM, Bangalore",Ross Kitchen,Yes,No,3.6,21,BTM,Delivery,Chinese,400,Delivery,Basavanagudi
"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Sandwich Hub,Yes,No,3.4,12,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,Delivery,Basavanagudi
"1378, East End Circle, Jayanagar, Bangalore",Ambur Star Dum Biryani,Yes,No,3.4,17,Jayanagar,Quick Bites,Biryani,100,Delivery,Basavanagudi
"Tilak Nagar, Opposite Swagath Garuda Mall, Jayanagar, Bangalore",Fanoos Xprss,Yes,No,3.7,53,Jayanagar,Quick Bites,"Arabian, Rolls, North Indian, BBQ",400,Delivery,Basavanagudi
"663/52, 34th Cross, 11th Main, 4th Block, Jayanagar, Bangalore",Khan Saheb Grills and Rolls,Yes,No,3.9,134,Jayanagar,Quick Bites,"Fast Food, Rolls",350,Delivery,Basavanagudi
"54, Bassappa Road, Corporation Bank Cross, Shanti Nagar, Bangalore",Desi Vdesi,Yes,No,3.9,113,Shanti Nagar,Quick Bites,"Fast Food, North Indian, Rolls",250,Delivery,Basavanagudi
"Opposite Mahavir Jain College, 41st Cross, 9th Block, Jayanagar, Bangalore",Bhavani Chats N Juice,Yes,No,3.9,91,Jayanagar,Quick Bites,"Beverages, Street Food",200,Delivery,Basavanagudi
"17,Bull Temple, Road, Basavanagudi, Bangalore",Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,Delivery,Basavanagudi
"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",Chumma Delicious,Yes,No,3.7,237,Banashankari,Quick Bites,"South Indian, Fast Food",200,Delivery,Basavanagudi
"233, 4th Floor, 40th cross, 9th Main Road, 5th Block, Jayanagar, Bangalore",LIT Gastro Pub,Yes,Yes,3.8,197,Jayanagar,Pub,"Chinese, Continental, Burger, Pizza",1000,Delivery,Basavanagudi
"241, 4th Floor, 100 Feet Ring Road, Opposite Kamakya Theatre, Banashankari, Bangalore",Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Basavanagudi
"#1178,18th A Main Road, 3rd Cross, 2nd Phase, JP Nagar, Bangalore",Bake Addiction,Yes,No,4.0,90,JP Nagar,Bakery,"Bakery, Desserts",500,Delivery,Basavanagudi
"64, 10th Main Road, 5th Block, Jayanagar, Bangalore",Go Native,Yes,Yes,4.3,1252,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",800,Delivery,Basavanagudi
"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",Rooftop Cafe,Yes,No,4.1,796,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",400,Delivery,Basavanagudi
"1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Delivery,Basavanagudi
"273, 12th Cross, Opposite BTS Bus Stop, Wilson Garden, Bangalore",Karavali Kolimane,Yes,No,3.7,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",350,Delivery,Basavanagudi
"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",Sukh Sagar,Yes,No,3.8,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery,Basavanagudi
"KH Marigowda Road, Near Hopcoms Complex, Shanti Nagar, Bangalore",Durga Sagar,Yes,No,3.3,8,Shanti Nagar,Quick Bites,South Indian,150,Delivery,Basavanagudi
"166/A 2nd Floor, R.V Road, Above DTDC Office, V.V Puram, Near Minerva Circle, Basavanagudi, Bangalore",Steaming Mugs,Yes,No,3.9,240,Basavanagudi,Cafe,Cafe,700,Delivery,Basavanagudi
"28 East End Main Road, Next To Pump House, Jayanagar, Bangalore",Jayanagara Donne Biryani,Yes,No,3.6,60,Jayanagar,Quick Bites,"Biryani, South Indian",400,Delivery,Basavanagudi
"28, Ground Floor, SG Palaya, Behind Chirst College, BTM, Bangalore",Bakers Town,Yes,No,3.6,41,BTM,Cafe,"Cafe, Continental, Fast Food",700,Delivery,Basavanagudi
"433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",Anda Ka Funda,Yes,No,3.4,89,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250,Delivery,Basavanagudi
"54, Bull Temple Road, Basavanagudi, Bangalore",Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery,Basavanagudi
"280-3, 9th Cross, Opposite Post Office, Wilson Garden, Bangalore",Domino's Pizza,Yes,No,3.7,217,Wilson Garden,Quick Bites,"Pizza, Fast Food",800,Delivery,Basavanagudi
"1/72, 27th Cross, Opposite To Janatha Bazar, 4th Block, Jayanagar, Bangalore",Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,Mithai,250,Delivery,Basavanagudi
"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,Delivery,Basavanagudi
"Next to Bhagwan Mahavir Jain College, V V Puram, Basavanagudi, Bangalore",S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Basavanagudi
"278, 34th Cross Road, 4th Block, Jayanagar, Bangalore",Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100,Delivery,Basavanagudi
"542, Shravanthi Topaz, 10th East Main Road, 38th Cross Road, 5th Block, Jayanagar, Bengaluru",Ice Cream Works,Yes,No,4.1,192,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Basavanagudi
"146, Marenahalli Road, 3rd Phase JP Nagar, Bangalore, Bengaluru",Sri Rajasthani Foods,Yes,No,3.5,9,JP Nagar,Quick Bites,"Rajasthani, North Indian",200,Delivery,Basavanagudi
"22, Second Main Road, 7th Block, Jayanagar, Bangalore",Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery,Basavanagudi
"4/5, 5th Cross, Laxmi Road, Shanti Nagar, Bangalore",Sreeraj Lassi Bar,Yes,No,3.9,61,Shanti Nagar,Beverage Shop,"Beverages, Desserts",150,Delivery,Basavanagudi
"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",Mangalore Pearl,Yes,No,3.8,242,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650,Delivery,Basavanagudi
"19/49, Near National College, 2nd Main, 31st Cross, 7th Block, Jayanagar, Bangalore",Rajathadri Food Fort,Yes,No,4.0,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery,Basavanagudi
"1, 30th Main Road, 3rd Stage, Banashankari, Bangalore",Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Delivery,Basavanagudi
"1, Krishna Rao Road, Basavanagudi, Bangalore",Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Basavanagudi
"28, KH Double Road, Opposite HDFC Bank, Shanti Nagar, Bangalore",Rahhams,Yes,No,2.6,307,Shanti Nagar,Casual Dining,"Mughlai, North Indian, Chinese",700,Delivery,Basavanagudi
"5 Zaina Towers, 9th Main Yarab Nagar Main Road Banashankari, Bangalore",Udupi Upachar,Yes,No,3.3,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery,Basavanagudi
"221, 39th 'C' Cross, 9th Main, Opposite Indusland Bank, 5th Block, Jayanagar, Bangalore",Baskin Robbins,Yes,No,3.6,25,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,Basavanagudi
"344, 50 Feet Road, Dasarhalli, Srinagar, Banashankari, Bangalore",Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Delivery,Basavanagudi
"Rhenius Road, Opposite Hockey Stadium, Richmond Town, Bangalore",Hushy's Kitchen,Yes,No,3.5,58,Shanti Nagar,Quick Bites,Fast Food,300,Delivery,Basavanagudi
"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery,Basavanagudi
"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari",Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,"Cafe, Italian, Continental",600,Delivery,Basavanagudi
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Tandoori Knight,Yes,No,3.0,290,Banashankari,Quick Bites,"North Indian, Chinese, Biryani, Kebab",450,Delivery,Basavanagudi
"Jain Temple Street, V.V.Puram, Basavanagudi, Bangalore",Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,Delivery,Basavanagudi
"136/4, 1st Floor, Lalbagh Road, Shanti Nagar, Next to Purnima Theatre, Bangalore",The Cake City,Yes,No,3.2,4,Shanti Nagar,"Quick Bites, Bakery","Chinese, Continental, Desserts, Bakery",300,Delivery,Basavanagudi
"663, 11th Main, 34th Cross, 4th Block, Jayanagar, Bangalore",Bubblewrap Waffle Co.,Yes,No,4.4,356,Jayanagar,Dessert Parlor,"Desserts, Beverages",400,Delivery,Basavanagudi
"797, Annapurna, Opposite Hande Hall, 10th Main, 35th Cross, 4th Block, Jayanagar, Bangalore",Waffle Stories,Yes,No,4.2,249,Jayanagar,Dessert Parlor,"Desserts, Beverages",300,Delivery,Basavanagudi
"5, Krishna Nagar, Next To Royal Endfield Showroom, Hosur Road, BTM, Bangalore",Grillopia,Yes,No,3.8,82,BTM,Quick Bites,"Burger, Pizza, Fast Food",1000,Delivery,Basavanagudi
"671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Delivery,Basavanagudi
"66/1, Kanakpura Road, Basavanagudi, Bangalore",Pizza Stop,Yes,No,3.8,164,Basavanagudi,Quick Bites,"Pizza, Italian",600,Delivery,Basavanagudi
"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore",Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery,Basavanagudi
"52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",North Rasoe,Yes,No,3.1,5,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Biryani, Kebab",500,Delivery,Basavanagudi
"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200,Delivery,Basavanagudi
"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",Naati Manae,Yes,No,3.1,10,JP Nagar,Food Court,"South Indian, Biryani",500,Delivery,Basavanagudi
"2, Arekempenahalli, Near Brand Factory Wilson Garden, Wilson Garden, Bangalore",Hotel Empark,Yes,No,3.4,16,Wilson Garden,Casual Dining,"Chinese, North Indian, Arabian",800,Delivery,Basavanagudi
"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore",Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,Delivery,Basavanagudi
"11,12, 80 Feet Road, Behind Reliance Fresh, Banashankri, Bangalore",Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery,Basavanagudi
"45/1, 45/2, Bangalore Central, 45th Cross, 9th Block, Jayanagar, Bangalore",The Chocolate Room,Yes,No,3.9,153,JP Nagar,Food Court,"Cafe, Desserts",400,Delivery,Basavanagudi
"488/108, East End Main Road, 9th Block, Jayanagar, Bangalore",Navami,Yes,No,3.5,79,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",600,Delivery,Basavanagudi
"49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1,558,Basavanagudi,Quick Bites,South Indian,150,Delivery,Basavanagudi
"31, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Ibaco,Yes,No,4.0,197,Banashankari,Dessert Parlor,Desserts,300,Delivery,Basavanagudi
"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",Toscano,Yes,Yes,4.3,1129,Jayanagar,Casual Dining,"Italian, Salad",1300,Delivery,Basavanagudi
"12, Ground Floor, R V Road, Near Southend Metro Station, Basavanagudi, Bangalore",Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Delivery,Basavanagudi
"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore",Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery,Basavanagudi
"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,"South Indian, Beverages",200,Delivery,Basavanagudi
"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore",Havmor,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Basavanagudi
